state,Total_Premium_Number_of_Beneficiaries,Total_Premium_Amount,Standard_Base_Premium_Number_of_Beneficiaries,Standard_Base_Premium_Amount,Reduced_Base_Premium_Number_of_Beneficiaries,Reduced_Base_Premium_Amount,Rndrng_Prvdr_State_Abrvtn,Mean_Discharge,Mean_Covered,Mean_Total_Payment,Mean_Medicare_Payment,Medicare_Coverage
CA,187725,1007115990,174128,957008862,13597,41117580,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
CO,1034,5127638,784,4307032,250,756756,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
CT,2719,14153816,2367,13009490,352,1063692,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
DC,2056,10285159,1637,8996952,419,1267056,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
DE,745,3870883,651,3575606,95,286776,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
FL,105020,554796546,95729,526124294,9291,28097244,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
GA,2516,12926156,2112,11605720,405,1223208,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
HI,3692,19060239,3184,17497432,508,1535940,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
IA,3084,15842890,2630,14452648,455,1374912,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
ID,566,2899939,477,2619760,89,269388,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
IL,5274,27170180,4455,24486512,819,2476404,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
IN,1830,9357238,1536,8442314,294,888804,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
KS,751,3934384,661,3631940,91,273672,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
KY,1138,5899966,986,5417682,152,460404,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
LA,9771,49690226,8135,44711334,1636,4947012,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MA,33900,179392165,30984,170289438,2916,8817732,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MD,17133,90513865,15609,85785232,1525,4610088,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
ME,304,1483355,222,1222402,82,246456,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MI,27286,142034128,24053,132195746,3233,9777348,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MN,10537,55954626,9730,53475622,807,2440620,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MO,1728,9052735,1517,8339722,211,637812,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MS,5735,29309290,4837,26585984,898,2715552,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
MT,830,4201428,683,3753310,147,443268,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NY,129583,680181850,116532,640457582,13051,39466728,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NC,7824,40746415,6884,37832632,940,2843316,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
ND,97,479518,75,409910,22,66528,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NE,137,694639,111,608224,26,79380,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NH,238,1200758,188,1032790,50,149940,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NJ,18821,102073878,17246,94785848,1575,4761540,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NM,590,3010253,482,2646782,108,326592,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
NV,6848,35766563,6069,33352934,780,2357208,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
OH,14924,77138312,12342,67829800,2583,7810236,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
OK,2604,13293681,2183,11998226,421,1274112,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
OR,8361,43467279,7338,40331480,1023,3092544,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
PA,27711,144610451,24554,134948784,3157,9545760,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
RI,1432,7402616,1239,6810460,193,583128,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
SC,2102,10833081,1793,9851580,309,934668,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
SD,1526,8081001,1401,7700354,125,377748,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
TN,8002,40909467,6743,37058154,1259,3806460,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
TX,57781,297959356,49706,273181428,8076,24420564,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
UT,235,1174401,182,1001646,53,160020,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
VA,6382,34148479,5822,32000002,560,1693188,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
VT,857,4347276,709,3896664,148,448056,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
WA,25715,135711388,23390,128549608,2325,7031808,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
WI,7115,36780395,6165,33881466,950,2872548,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
WV,4671,24037269,4007,22020182,664,2007936,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
WY,189,950935,154,843636,35,106596,WA,32.68175853018373,75282.48249343832,18245.774248687663,15005.293914041995,0.8223983103989823
AL,2491,12871090,2104,11564500,387,1171044,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
AK,663,3367444,549,3016388,114,344736,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
AR,2373,12149056,2009,11042380,364,1099980,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
AZ,4108,21492618,3556,19544692,552,1668240,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
CA,187725,1007115990,174128,957008862,13597,41117580,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
CO,1034,5127638,784,4307032,250,756756,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
CT,2719,14153816,2367,13009490,352,1063692,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
DC,2056,10285159,1637,8996952,419,1267056,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
DE,745,3870883,651,3575606,95,286776,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
FL,105020,554796546,95729,526124294,9291,28097244,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
GA,2516,12926156,2112,11605720,405,1223208,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
HI,3692,19060239,3184,17497432,508,1535940,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
IA,3084,15842890,2630,14452648,455,1374912,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
ID,566,2899939,477,2619760,89,269388,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
IL,5274,27170180,4455,24486512,819,2476404,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
IN,1830,9357238,1536,8442314,294,888804,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
KS,751,3934384,661,3631940,91,273672,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
KY,1138,5899966,986,5417682,152,460404,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
LA,9771,49690226,8135,44711334,1636,4947012,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MA,33900,179392165,30984,170289438,2916,8817732,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MD,17133,90513865,15609,85785232,1525,4610088,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
ME,304,1483355,222,1222402,82,246456,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MI,27286,142034128,24053,132195746,3233,9777348,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MN,10537,55954626,9730,53475622,807,2440620,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MO,1728,9052735,1517,8339722,211,637812,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MS,5735,29309290,4837,26585984,898,2715552,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
MT,830,4201428,683,3753310,147,443268,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NY,129583,680181850,116532,640457582,13051,39466728,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NC,7824,40746415,6884,37832632,940,2843316,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
ND,97,479518,75,409910,22,66528,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NE,137,694639,111,608224,26,79380,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NH,238,1200758,188,1032790,50,149940,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NJ,18821,102073878,17246,94785848,1575,4761540,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NM,590,3010253,482,2646782,108,326592,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
NV,6848,35766563,6069,33352934,780,2357208,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
OH,14924,77138312,12342,67829800,2583,7810236,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
OK,2604,13293681,2183,11998226,421,1274112,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
OR,8361,43467279,7338,40331480,1023,3092544,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
PA,27711,144610451,24554,134948784,3157,9545760,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
RI,1432,7402616,1239,6810460,193,583128,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
SC,2102,10833081,1793,9851580,309,934668,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
SD,1526,8081001,1401,7700354,125,377748,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
TN,8002,40909467,6743,37058154,1259,3806460,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
TX,57781,297959356,49706,273181428,8076,24420564,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
UT,235,1174401,182,1001646,53,160020,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
VA,6382,34148479,5822,32000002,560,1693188,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
VT,857,4347276,709,3896664,148,448056,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
WA,25715,135711388,23390,128549608,2325,7031808,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
WI,7115,36780395,6165,33881466,950,2872548,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
WV,4671,24037269,4007,22020182,664,2007936,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
WY,189,950935,154,843636,35,106596,WI,30.666412213740458,55682.461164122135,15838.847167938931,12861.698164122137,0.8120349939455724
AL,2491,12871090,2104,11564500,387,1171044,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
AK,663,3367444,549,3016388,114,344736,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
AR,2373,12149056,2009,11042380,364,1099980,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
AZ,4108,21492618,3556,19544692,552,1668240,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
CA,187725,1007115990,174128,957008862,13597,41117580,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
CO,1034,5127638,784,4307032,250,756756,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
CT,2719,14153816,2367,13009490,352,1063692,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
DC,2056,10285159,1637,8996952,419,1267056,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
DE,745,3870883,651,3575606,95,286776,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
FL,105020,554796546,95729,526124294,9291,28097244,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
GA,2516,12926156,2112,11605720,405,1223208,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
HI,3692,19060239,3184,17497432,508,1535940,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
IA,3084,15842890,2630,14452648,455,1374912,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
ID,566,2899939,477,2619760,89,269388,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
IL,5274,27170180,4455,24486512,819,2476404,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
IN,1830,9357238,1536,8442314,294,888804,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
KS,751,3934384,661,3631940,91,273672,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
KY,1138,5899966,986,5417682,152,460404,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
LA,9771,49690226,8135,44711334,1636,4947012,WV,35.295890410958904,47220.435917808216,13518.595171232877,11049.930157534247,0.8173874590939844
